3 1 100
-0.61890243902439 -0.324115044247788 -0.969385487276364 0.454545454545454
-0.86280487804878 0.303512168141593 0.344760528947661 0.545454545454546
-0.908536585365854 -0.365044247787611 -0.965996221802422 0.090909090909091
-0.871951219512195 0.519911504424779 0.816924102678075 0.636363636363636
-0.896341463414634 -0.170492256637168 0.396599622180242 0.272727272727272
-0.908536585365854 0.719441371681416 -0.763640404489388 0.363636363636364
-0.707317073170732 -0.151548672566372 0.853039226580731 0.272727272727272
-0.896341463414634 -0.132051991150442 0.777753083675964 0
0.36890243902439 -0.181969026548673 0.700411156795199 0.454545454545454
-0.817073170731707 0.610619469026549 0.868485387265252 0.090909090909091
-0.926829268292683 0.342643805309734 0.572452494721636 0
-0.804878048780488 0.037195796460177 0.702244693854873 0.272727272727272
-0.978658536585366 -0.194966814159292 0.674297144127125 0
-0.957317073170732 0.390763274336283 0.323480386709634 0.090909090909091
-1 0.93362831858407 0.302033559284365 0
-0.923780487804878 0.407632743362832 0.129292143571508 0
0.850609756097561 0.168279867256637 0.809256584064896 0.272727272727272
-0.978658536585366 -0.649336283185841 -0.416768529836648 0.272727272727272
-0.975609756097561 -0.06554203539823 0.672185798422047 0
-0.902439024390244 -0.234928097345133 0.598399822202467 0.454545454545454
-0.960365853658537 -0.442339601769911 -0.392321369041005 0
0.823170731707317 -0.20575221238938 -0.39648849872208 0.272727272727272
0.591463414634146 -0.408324115044248 0.999944438270919 0.181818181818182
0.844512195121951 -0.37237278761062 -0.995666185131681 0.363636363636364
-0.899390243902439 0.710315265486726 -0.8502055783976 0
-0.859756097560976 -0.178926991150442 0.823924880542282 0.272727272727272
-0.838414634146341 0.476631637168142 0.790698966551839 0.272727272727272
-0.963414634146341 0.677129424778761 -0.896266251805756 0.090909090909091
0.606707317073171 0.304756637168142 0.775030558950995 0
-0.905487804878049 0.640763274336283 0.973163684853872 0.090909090909091
-0.963414634146341 -0.363384955752212 -0.966662962551395 0.272727272727272
0.658536585365854 -0.457826327433628 -0.351650183353706 0
-0.990853658536585 0.021847345132744 -0.433770418935437 0.272727272727272
-0.899390243902439 -0.540237831858407 -0.398933214801645 0
-0.853658536585366 0.156526548672566 -0.557006334037115 0
-0.704268292682927 -0.481609513274336 -0.387320813423714 0.181818181818182
-0.658536585365854 0.215569690265487 0.525613957106345 0.090909090909091
-0.86890243902439 0.018252212389381 0.468440937881987 0
-0.871951219512195 0.643943584070796 -0.942104678297589 0.181818181818182
-0.960365853658537 0.194966814159292 0.674074897210801 0.181818181818182
-0.899390243902439 -0.835453539823009 0.029892210245583 0
-0.981707317073171 0.491150442477876 0.772752528058673 0.636363636363636
-0.954268292682927 -0.274336283185841 0.132236915212801 0.090909090909091
-0.856707317073171 -0.147400442477876 0.567951994666074 0.181818181818182
-0.847560975609756 0.354811946902655 0.44716079564396 0.181818181818182
-0.823170731707317 0.15929203539823 -0.555950661184576 0.090909090909091
-0.390243902439024 -0.394358407079646 -0.370263362595844 0
-0.890243902439024 -0.182660398230089 0.859373263695966 0
-0.777439024390244 -0.121819690265487 0.774086009556617 0.363636363636364
-0.865853658536585 -0.538855088495575 -0.399266585176131 0.090909090909091
-0.911585365853659 -0.504424778761062 -0.988109789976664 0.090909090909091
-0.957317073170732 -0.227323008849557 -0.415101677964218 0.454545454545454
-0.865853658536585 -0.275027654867257 0.92349149905545 0.272727272727272
-0.804878048780488 -0.066786504424779 0.700077786420713 0
-0.920731707317073 0.517837389380531 0.813479275475053 0.454545454545454
-0.850609756097561 -0.874861725663717 -0.143293699299922 0
-0.932926829268293 0.009402654867257 -0.469274363818202 0
-0.628048780487805 -0.082826327433628 -0.436826314034893 0
-0.996951219512195 -0.033600663716814 0.534837204133793 0.454545454545454
0.728658536585366 0.499170353982301 0.727691965773975 0.454545454545454
-0.899390243902439 -0.412610619469027 -0.97744193799311 0
